FSA,ProvinceTerritory,n_days,concentration
H7N,QC,92.0,41.0
H7N,QC,144.0,93.0
H7P,QC,93.0,7.5
H7P,QC,91.0,7.5
H7P,QC,91.0,7.5
H7P,QC,101.0,7.5
H7P,QC,92.0,7.5
H7P,QC,139.0,7.5
H7P,QC,91.0,7.5
H7P,QC,91.0,16.0
H7P,QC,94.0,49.0
H7P,QC,95.0,125.0
H7P,QC,92.0,135.0
H7P,QC,91.0,199.0
H7P,QC,91.0,297.0
H7R,QC,86.0,7.5
H7R,QC,127.0,18.0
H7R,QC,96.0,35.0
H7R,QC,91.0,76.0
H7R,QC,100.0,217.0
*,QC,97.0,36.0
H7T,QC,97.0,7.5
H7T,QC,92.0,7.5
H7T,QC,96.0,16.0
H7T,QC,91.0,65.0
H7T,QC,102.0,88.0
H7T,QC,90.0,241.0
*,QC,91.0,122.0
H7W,QC,90.0,7.5
H7W,QC,91.0,7.5
H7W,QC,94.0,23.0
H7X,QC,92.0,7.5
H7X,QC,95.0,18.0
H7X,QC,91.0,19.0
H7X,QC,91.0,36.0
H7R,QC,92.0,27.0
H7R,QC,91.0,111.0
H7X,QC,91.0,301.0
*,QC,90.0,218.0
H7A,QC,92.0,36.0
J0K,QC,89.0,7.5
J0K,QC,91.0,24.0
J0K,QC,90.0,28.0
J0K,QC,92.0,25.0
J0K,QC,91.0,223.0
J0T,QC,90.0,7.5
J0T,QC,91.0,17.0
J6E,QC,92.0,135.0
J7M,QC,92.0,40.0
J0K,QC,107.0,16.0
J5W,QC,91.0,7.5
J5T,QC,93.0,20.0
J5T,QC,90.0,28.0
J5T,QC,97.0,34.0
J5T,QC,93.0,36.0
J5T,QC,91.0,43.0
J5T,QC,91.0,103.0
J5Z,QC,121.0,53.0
J5Z,QC,91.0,127.0
*,QC,92.0,141.0
J0K,QC,92.0,7.5
J0K,QC,91.0,30.0
J0K,QC,92.0,59.0
J7K,QC,94.0,19.0
J7K,QC,90.0,44.0
J7K,QC,87.0,126.0
*,QC,92.0,22.0
J6E,QC,92.0,20.0
J6E,QC,96.0,20.0
J0K,QC,91.0,100.0
J5Y,QC,101.0,19.0
J5Y,QC,92.0,85.0
J5Y,QC,100.0,216.0
*,QC,93.0,7.5
J0K,QC,92.0,7.5
J0K,QC,92.0,7.5
J0K,QC,92.0,7.5
J0K,QC,92.0,7.5
J0K,QC,92.0,7.5
J0K,QC,91.0,26.0
J6E,QC,97.0,27.0
J6E,QC,91.0,29.0
J6E,QC,92.0,33.0
J0K,QC,112.0,7.5
J0K,QC,90.0,28.0
J0K,QC,74.0,29.0
J0T,QC,92.0,7.5
J0K,QC,100.0,96.0
J0K,QC,91.0,16.0
J0K,QC,103.0,7.5
J0K,QC,94.0,7.5
J0K,QC,91.0,21.0
J0K,QC,91.0,60.0
J0K,QC,102.0,16.0
J0K,QC,90.0,20.0
J0K,QC,92.0,34.0
J0K,QC,91.0,7.5
J0K,QC,138.0,21.0
J0K,QC,92.0,17.0
J0K,QC,92.0,84.0
J5M,QC,99.0,7.5
J5M,QC,90.0,7.5
J5M,QC,92.0,24.0
J5M,QC,91.0,31.0
J5M,QC,91.0,384.0
J0K,QC,92.0,7.5
J0K,QC,91.0,7.5
J0K,QC,94.0,38.0
J5W,QC,90.0,68.0
J0K,QC,95.0,35.0
*,QC,100.0,104.0
J6W,QC,91.0,21.0
J6W,QC,93.0,57.0
*,QC,96.0,75.0
J7M,QC,92.0,7.5
J7M,QC,92.0,20.0
J7M,QC,94.0,22.0
J0T,QC,125.0,90.0
*,QC,97.0,43.0
J7C,QC,97.0,7.5
J7C,QC,91.0,7.5
J7C,QC,95.0,7.5
J7C,QC,94.0,34.0
J7C,QC,91.0,42.0
J7C,QC,92.0,103.0
J0T,QC,152.0,7.5
J8G,QC,91.0,15.0
J8G,QC,101.0,88.0
J8G,QC,91.0,365.0
J0W,QC,98.0,24.0
J0W,QC,105.0,58.0
J0V,QC,92.0,73.0
J0T,QC,102.0,16.0
J8H,QC,90.0,59.0
J8H,QC,97.0,219.0
J0T,QC,91.0,312.0
J0R,QC,107.0,7.5
*,QC,97.0,120.0
J7N,QC,92.0,7.5
J7N,QC,91.0,34.0
J7N,QC,96.0,40.0
J7N,QC,87.0,44.0
J7N,QC,96.0,54.0
J7N,QC,92.0,121.0
J7N,QC,92.0,133.0
J7N,QC,97.0,159.0
J7N,QC,100.0,271.0
J7N,QC,100.0,757.0
J9L,QC,105.0,27.0
J9L,QC,92.0,121.0
J0R,QC,99.0,68.0
J0R,QC,93.0,31.0
J0W,QC,91.0,534.0
J0X,QC,90.0,84.0
J0N,QC,119.0,73.0
J0R,QC,100.0,20.0
J0N,QC,93.0,7.5
J0R,QC,92.0,40.0
J0T,QC,92.0,76.0
J0T,QC,96.0,32.0
*,QC,100.0,271.0
J8C,QC,99.0,36.0
J0V,QC,119.0,23.0
J5K,QC,91.0,102.0
J5K,QC,95.0,7.5
J5K,QC,91.0,7.5
J8B,QC,94.0,7.5
J8B,QC,105.0,7.5
J8B,QC,190.0,7.5
J8C,QC,95.0,73.0
J0T,QC,93.0,7.5
J0N,QC,94.0,79.0
J0N,QC,90.0,81.0
*,QC,91.0,7.5
J7P,QC,98.0,31.0
J7P,QC,91.0,123.0
J7P,QC,113.0,131.0
J7R,QC,95.0,33.0
J7R,QC,90.0,144.0
J7R,QC,94.0,427.0
*,QC,92.0,7.5
J5L,QC,94.0,55.0
J5L,QC,102.0,78.0
*,QC,95.0,31.0
*,QC,91.0,35.0
J0N,QC,92.0,44.0
J0N,QC,104.0,176.0
J0V,QC,97.0,7.5
J0V,QC,99.0,37.0
J0V,QC,96.0,39.0
J0R,QC,93.0,38.0
J0R,QC,91.0,82.0
J0R,QC,96.0,115.0
J0T,QC,96.0,20.0
J0T,QC,91.0,32.0
J0H,QC,95.0,7.5
J0H,QC,93.0,7.5
J0H,QC,92.0,20.0
J0J,QC,93.0,7.5
J3G,QC,91.0,170.0
J3G,QC,91.0,208.0
J0E,QC,93.0,124.0
J4B,QC,112.0,53.0
J4B,QC,92.0,109.0
J2K,QC,90.0,273.0
J3L,QC,102.0,109.0
J3L,QC,95.0,26.0
J3L,QC,91.0,111.0
J3L,QC,92.0,131.0
J6J,QC,91.0,26.0
J6J,QC,91.0,94.0
J6K,QC,101.0,60.0
J6K,QC,92.0,161.0
J0L,QC,116.0,33.0
J2K,QC,98.0,24.0
J2K,QC,93.0,64.0
J2K,QC,91.0,311.0
J0S,QC,110.0,191.0
*,QC,92.0,22.0
J2G,QC,121.0,7.5
J2G,QC,93.0,25.0
J2J,QC,88.0,7.5
J2J,QC,91.0,37.0
J2J,QC,92.0,52.0
J2J,QC,91.0,89.0
J2J,QC,92.0,364.0
J0L,QC,94.0,39.0
J0L,QC,92.0,85.0
J0L,QC,91.0,160.0
J0S,QC,96.0,26.0
J0P,QC,92.0,24.0
J0S,QC,91.0,152.0
J7V,QC,98.0,7.5
J0E,QC,92.0,25.0
*,QC,91.0,7.5
*,QC,92.0,141.0
J3M,QC,107.0,64.0
J3M,QC,138.0,79.0
J3G,QC,93.0,29.0
J0S,QC,93.0,71.0
*,QC,94.0,28.0
J3H,QC,93.0,22.0
J3H,QC,124.0,153.0
J3H,QC,92.0,219.0
J0J,QC,91.0,7.5
J0J,QC,100.0,31.0
J0J,QC,92.0,80.0
J7V,QC,92.0,314.0
J3H,QC,92.0,107.0
J3H,QC,125.0,117.0
J7V,QC,91.0,171.0
J0H,QC,91.0,7.5
J0E,QC,92.0,20.0
J0E,QC,102.0,28.0
J0J,QC,92.0,7.5
J0S,QC,92.0,20.0
*,QC,92.0,243.0
*,QC,92.0,30.0
J0L,QC,104.0,7.5
J0L,QC,206.0,118.0
J0L,QC,93.0,160.0
J0S,QC,118.0,63.0
J5A,QC,98.0,80.0
J5A,QC,113.0,94.0
J0L,QC,99.0,17.0
J0L,QC,92.0,68.0
J3P,QC,92.0,20.0
J3P,QC,93.0,67.0
J3E,QC,94.0,141.0
J3E,QC,97.0,147.0
*,QC,93.0,110.0
*,QC,120.0,210.0
*,QC,90.0,7.5
*,QC,91.0,85.0
J0J,QC,136.0,18.0
J2W,QC,91.0,37.0
J2W,QC,92.0,53.0
*,QC,99.0,7.5
*,QC,91.0,82.0
J0E,QC,91.0,35.0
J7T,QC,92.0,36.0
J7T,QC,91.0,228.0
J0G,QC,91.0,7.5
J0S,QC,89.0,64.0
J0L,QC,91.0,35.0
J0H,QC,93.0,38.0
J0J,QC,91.0,50.0
J0L,QC,136.0,7.5
J0L,QC,91.0,7.5
J0P,QC,90.0,19.0
J0P,QC,107.0,60.0
J0P,QC,101.0,150.0
*,QC,97.0,90.0
*,QC,92.0,157.0
J0L,QC,141.0,82.0
J3P,QC,93.0,16.0
J3P,QC,91.0,24.0
J3P,QC,98.0,33.0
J3R,QC,101.0,7.5
J3R,QC,123.0,53.0
J0E,QC,92.0,131.0
J0P,QC,98.0,60.0
J0H,QC,100.0,7.5
J7V,QC,99.0,74.0
J7V,QC,90.0,123.0
J0M,QC,118.0,7.5
J0M,QC,97.0,7.5
J0M,QC,92.0,7.5
J0M,QC,92.0,66.0
J0M,QC,127.0,7.5
J0M,QC,92.0,61.0
J0M,QC,110.0,7.5
J0M,QC,133.0,221.0
J0M,QC,123.0,90.0
J0M,QC,107.0,55.0
G0W,QC,94.0,65.0
P0R,ON,93.0,7.5
P0R,ON,94.0,22.0
P0R,ON,91.0,32.0
P0R,ON,94.0,36.0
P0R,ON,93.0,58.0
P0R,ON,91.0,168.0
P0R,ON,92.0,35.0
P0S,ON,91.0,7.5
P0S,ON,90.0,7.5
P5A,ON,92.0,7.5
P5A,ON,93.0,17.0
P5A,ON,92.0,19.0
P5A,ON,90.0,23.0
P5A,ON,91.0,36.0
P5A,ON,91.0,58.0
P5A,ON,92.0,86.0
P5A,ON,91.0,118.0
P5A,ON,97.0,122.0
P5A,ON,101.0,142.0
P5A,ON,97.0,237.0
P5A,ON,90.0,1023.0
P0S,ON,97.0,7.5
P0S,ON,91.0,40.0
P0S,ON,94.0,197.0
P0S,ON,91.0,440.0
P0R,ON,98.0,247.0
P0R,ON,91.0,33.0
P0R,ON,90.0,119.0
P0R,ON,91.0,238.0
P0R,ON,97.0,21.0
P0R,ON,91.0,27.0
P0R,ON,94.0,32.0
P6A,ON,90.0,85.0
P6A,ON,96.0,7.5
P6A,ON,91.0,7.5
P6A,ON,96.0,7.5
P6A,ON,91.0,7.5
P6A,ON,91.0,7.5
P6A,ON,94.0,15.0
P6A,ON,95.0,103.0
P6A,ON,91.0,7.5
P6A,ON,91.0,7.5
P6A,ON,91.0,7.5
P6A,ON,91.0,7.5
P6A,ON,91.0,7.5
P6A,ON,90.0,17.0
P6A,ON,91.0,18.0
P6A,ON,85.0,24.0
P6A,ON,91.0,26.0
P6A,ON,94.0,28.0
P6A,ON,92.0,37.0
P6A,ON,99.0,40.0
P6A,ON,91.0,45.0
P6A,ON,110.0,75.0
P6A,ON,91.0,77.0
P6A,ON,90.0,104.0
P6A,ON,93.0,105.0
P6B,ON,91.0,25.0
P6B,ON,92.0,63.0
P6B,ON,98.0,89.0
P6B,ON,91.0,7.5
P6B,ON,91.0,7.5
P6B,ON,90.0,7.5
P6B,ON,92.0,16.0
P6B,ON,100.0,18.0
P6B,ON,96.0,19.0
P6B,ON,92.0,22.0
P6B,ON,96.0,23.0
P6B,ON,91.0,28.0
P6B,ON,92.0,33.0
P6B,ON,90.0,53.0
P6B,ON,92.0,194.0
P6B,ON,97.0,256.0
P6C,ON,96.0,7.5
P6C,ON,92.0,7.5
P6C,ON,102.0,7.5
P6C,ON,96.0,16.0
P6C,ON,102.0,7.5
P6C,ON,100.0,7.5
P6C,ON,88.0,7.5
P6C,ON,91.0,7.5
P6C,ON,103.0,17.0
P6C,ON,85.0,18.0
P6C,ON,91.0,24.0
P6C,ON,92.0,28.0
P6C,ON,91.0,43.0
P0R,ON,97.0,7.5
P0R,ON,96.0,26.0
P0R,ON,91.0,26.0
P0S,ON,91.0,7.5
P0S,ON,91.0,230.0
P0S,ON,121.0,365.0
P0M,ON,98.0,99.0
N3P,ON,94.0,7.5
N3P,ON,117.0,7.5
N3P,ON,108.0,7.5
N3P,ON,92.0,24.0
N3P,ON,90.0,24.0
N3P,ON,89.0,37.0
N3P,ON,93.0,63.0
N3R,ON,95.0,7.5
N3R,ON,95.0,7.5
N3R,ON,90.0,16.0
N3R,ON,106.0,17.0
N3R,ON,90.0,18.0
N3R,ON,95.0,18.0
N3R,ON,92.0,19.0
N3R,ON,91.0,22.0
N3R,ON,89.0,23.0
N3R,ON,90.0,24.0
N3R,ON,96.0,26.0
N3R,ON,91.0,27.0
N3R,ON,90.0,31.0
N3R,ON,94.0,36.0
N3R,ON,94.0,40.0
N3R,ON,91.0,41.0
N3R,ON,90.0,51.0
N3R,ON,131.0,52.0
N3R,ON,201.0,61.0
N3R,ON,95.0,69.0
N3R,ON,89.0,76.0
N3R,ON,92.0,87.0
N3R,ON,104.0,92.0
N3R,ON,92.0,114.0
N3R,ON,92.0,137.0
N3R,ON,91.0,190.0
N3S,ON,92.0,7.5
N3S,ON,90.0,7.5
N3S,ON,91.0,7.5
N3S,ON,62.0,7.5
N3S,ON,90.0,7.5
N3S,ON,93.0,15.0
N3S,ON,106.0,23.0
N3S,ON,92.0,24.0
N3S,ON,96.0,28.0
N3S,ON,90.0,28.0
N3S,ON,92.0,36.0
N3S,ON,146.0,55.0
N3S,ON,102.0,61.0
N3S,ON,115.0,63.0
N3S,ON,86.0,66.0
N3S,ON,90.0,141.0
N3T,ON,92.0,7.5
N3T,ON,121.0,7.5
N3T,ON,111.0,7.5
N3T,ON,103.0,24.0
N3T,ON,107.0,26.0
N3T,ON,95.0,27.0
N3T,ON,91.0,27.0
N3T,ON,91.0,46.0
N3T,ON,91.0,54.0
N3T,ON,90.0,66.0
N3T,ON,92.0,107.0
N3T,ON,117.0,120.0
N3T,ON,103.0,125.0
N3T,ON,117.0,132.0
N3T,ON,90.0,142.0
N3T,ON,91.0,188.0
N3T,ON,91.0,301.0
*,ON,92.0,208.0
N0E,ON,91.0,34.0
N0E,ON,90.0,131.0
N0E,ON,90.0,152.0
N0E,ON,126.0,239.0
N0E,ON,106.0,345.0
N0E,ON,104.0,121.0
N0E,ON,107.0,517.0
N3L,ON,95.0,26.0
N3L,ON,94.0,26.0
N3L,ON,92.0,53.0
N3L,ON,106.0,80.0
N3L,ON,121.0,84.0
N3L,ON,91.0,85.0
N3L,ON,109.0,112.0
N3L,ON,97.0,138.0
N3L,ON,91.0,144.0
N3L,ON,101.0,154.0
N3L,ON,92.0,178.0
N3L,ON,109.0,181.0
N3L,ON,91.0,345.0
N0E,ON,103.0,163.0
N0E,ON,92.0,39.0
N0E,ON,92.0,637.0
N0E,ON,91.0,19.0
N0E,ON,90.0,99.0
N0E,ON,101.0,108.0
N0E,ON,115.0,296.0
N0E,ON,91.0,340.0
N0E,ON,90.0,436.0
L1S,ON,91.0,21.0
L1S,ON,91.0,23.0
L1S,ON,96.0,63.0
L1S,ON,94.0,141.0
L1T,ON,114.0,7.5
L1T,ON,93.0,7.5
L1T,ON,90.0,31.0
L1T,ON,91.0,36.0
L1T,ON,91.0,38.0
L1T,ON,100.0,74.0
L1Z,ON,101.0,7.5
L1Z,ON,98.0,7.5
L1Z,ON,127.0,22.0
L1Z,ON,98.0,31.0
L1C,ON,121.0,7.5
L1C,ON,91.0,7.5
L1C,ON,95.0,29.0
L1C,ON,108.0,29.0
L1C,ON,92.0,35.0
L1C,ON,123.0,74.0
L1C,ON,98.0,108.0
L1C,ON,96.0,162.0
*,ON,91.0,36.0
L1E,ON,92.0,7.5
L1E,ON,109.0,21.0
L1E,ON,100.0,28.0
L1E,ON,100.0,32.0
L1E,ON,92.0,43.0
L0C,ON,100.0,71.0
*,ON,92.0,24.0
L0B,ON,94.0,34.0
L1B,ON,93.0,20.0
L1B,ON,154.0,59.0
L0A,ON,95.0,7.5
L1G,ON,110.0,18.0
L1G,ON,96.0,22.0
L1G,ON,112.0,22.0
L1G,ON,96.0,22.0
L1H,ON,105.0,7.5
L1H,ON,100.0,23.0
L1H,ON,90.0,39.0
L1H,ON,91.0,74.0
L1J,ON,136.0,7.5
L1J,ON,91.0,15.0
L1J,ON,96.0,30.0
L1J,ON,93.0,73.0
L1J,ON,90.0,86.0
L1J,ON,91.0,98.0
L1J,ON,91.0,99.0
L1K,ON,95.0,7.5
L1K,ON,92.0,7.5
L1K,ON,91.0,16.0
L1K,ON,94.0,36.0
L1K,ON,91.0,99.0
L1V,ON,91.0,7.5
L1V,ON,91.0,7.5
L1V,ON,61.0,7.5
L1V,ON,99.0,7.5
L1V,ON,89.0,17.0
L1V,ON,100.0,22.0
L1V,ON,93.0,25.0
L1V,ON,118.0,65.0
L1W,ON,101.0,19.0
L1W,ON,91.0,44.0
L1X,ON,91.0,7.5
L1X,ON,91.0,18.0
L9L,ON,112.0,47.0
L9L,ON,92.0,96.0
L0C,ON,137.0,51.0
L9P,ON,96.0,7.5
L9P,ON,79.0,7.5
L9P,ON,102.0,29.0
L9P,ON,98.0,17.0
*,ON,134.0,7.5
L1N,ON,94.0,7.5
L1N,ON,92.0,7.5
L1N,ON,97.0,19.0
L1N,ON,92.0,19.0
L1N,ON,92.0,20.0
L1N,ON,91.0,20.0
L1N,ON,93.0,22.0
L1N,ON,91.0,23.0
L1N,ON,96.0,25.0
L1N,ON,114.0,30.0
L1N,ON,100.0,32.0
L1N,ON,91.0,33.0
L1N,ON,91.0,38.0
L1N,ON,90.0,45.0
L1N,ON,91.0,65.0
L1N,ON,91.0,177.0
L1P,ON,91.0,7.5
L1P,ON,139.0,35.0
L1R,ON,119.0,7.5
L1R,ON,93.0,7.5
L1R,ON,90.0,22.0
N5H,ON,93.0,7.5
N5H,ON,94.0,7.5
N5H,ON,92.0,7.5
N5H,ON,92.0,28.0
N5H,ON,61.0,34.0
N5H,ON,94.0,34.0
N5H,ON,94.0,35.0
N5H,ON,97.0,60.0
N5H,ON,128.0,68.0
N5H,ON,91.0,74.0
N5H,ON,90.0,77.0
N5H,ON,117.0,121.0
N5H,ON,111.0,132.0
N0L,ON,133.0,142.0
N0L,ON,93.0,220.0
N0L,ON,127.0,7.5
N0L,ON,90.0,22.0
N0L,ON,92.0,88.0
N0J,ON,91.0,104.0
N0J,ON,90.0,84.0
N5L,ON,92.0,19.0
N5L,ON,96.0,80.0
N0L,ON,91.0,17.0
N0L,ON,113.0,19.0
N0L,ON,91.0,21.0
N0L,ON,91.0,1246.0
N0L,ON,93.0,110.0
N5P,ON,90.0,7.5
N5P,ON,91.0,7.5
N5P,ON,112.0,16.0
N5P,ON,91.0,16.0
N5P,ON,91.0,17.0
N5P,ON,93.0,17.0
N5P,ON,125.0,20.0
N5P,ON,93.0,20.0
N5P,ON,101.0,21.0
N5P,ON,104.0,21.0
N5P,ON,90.0,27.0
N5P,ON,90.0,32.0
N5P,ON,94.0,32.0
N5P,ON,97.0,33.0
N5P,ON,91.0,37.0
N5P,ON,89.0,39.0
N5P,ON,92.0,40.0
N5P,ON,91.0,60.0
N5P,ON,91.0,69.0
N5P,ON,100.0,71.0
N5P,ON,90.0,81.0
N5P,ON,114.0,89.0
N5P,ON,92.0,90.0
N5P,ON,94.0,99.0
N5P,ON,102.0,116.0
N5P,ON,102.0,127.0
N5P,ON,94.0,136.0
N5P,ON,98.0,172.0
N5P,ON,91.0,232.0
N5P,ON,105.0,483.0
N5R,ON,100.0,7.5
N5R,ON,115.0,7.5
N5R,ON,92.0,7.5
N5R,ON,94.0,15.0
N5R,ON,93.0,15.0
N5R,ON,91.0,15.0
N5R,ON,105.0,17.0
N5R,ON,93.0,18.0
N5R,ON,93.0,21.0
N5R,ON,91.0,25.0
N5R,ON,127.0,27.0
N5R,ON,94.0,36.0
N5R,ON,90.0,37.0
N5R,ON,96.0,39.0
N5R,ON,92.0,67.0
N5R,ON,141.0,78.0
N5R,ON,91.0,82.0
N5R,ON,91.0,86.0
N5R,ON,91.0,88.0
N5R,ON,92.0,98.0
N5R,ON,109.0,151.0
N5R,ON,90.0,185.0
N5R,ON,90.0,202.0
N5R,ON,90.0,279.0
N5R,ON,91.0,363.0
N0J,ON,111.0,22.0
N0L,ON,90.0,108.0
N0L,ON,93.0,29.0
N0L,ON,91.0,163.0
N0L,ON,90.0,198.0
N0J,ON,92.0,7.5
N0J,ON,90.0,130.0
N0L,ON,91.0,7.5
N0L,ON,111.0,20.0
N0L,ON,91.0,85.0
N0L,ON,97.0,115.0
N0H,ON,95.0,51.0
N0G,ON,94.0,37.0
N0G,ON,97.0,159.0
N0G,ON,99.0,17.0
N0G,ON,91.0,64.0
N0G,ON,114.0,75.0
N0C,ON,92.0,20.0
N0G,ON,92.0,17.0
N0G,ON,90.0,25.0
N0G,ON,92.0,38.0
N0G,ON,106.0,180.0
N0C,ON,106.0,126.0
N4N,ON,99.0,7.5
N4N,ON,91.0,24.0
N0H,ON,92.0,7.5
N0H,ON,91.0,43.0
N0H,ON,93.0,7.5
N0G,ON,91.0,20.0
N0G,ON,90.0,28.0
N0H,ON,92.0,1111.0
N2Z,ON,92.0,7.5
N2Z,ON,90.0,27.0
N2Z,ON,100.0,28.0
N2Z,ON,91.0,63.0
N2Z,ON,91.0,67.0
N2Z,ON,106.0,90.0
N2Z,ON,107.0,111.0
N2Z,ON,91.0,132.0
N2Z,ON,91.0,238.0
N2Z,ON,113.0,306.0
N0H,ON,99.0,7.5
N0H,ON,91.0,7.5
N0G,ON,93.0,42.0
N0G,ON,91.0,194.0
N0G,ON,91.0,247.0
N0H,ON,91.0,7.5
N0C,ON,96.0,22.0
N0C,ON,92.0,49.0
N0C,ON,96.0,91.0
N0C,ON,94.0,136.0
N0C,ON,91.0,450.0
N4L,ON,98.0,7.5
N4L,ON,91.0,7.5
N4L,ON,92.0,7.5
N4L,ON,91.0,52.0
N4L,ON,94.0,70.0
N4L,ON,91.0,93.0
N0G,ON,92.0,304.0
N0G,ON,99.0,48.0
N4K,ON,105.0,7.5
N4K,ON,91.0,19.0
N4K,ON,99.0,24.0
N4K,ON,91.0,28.0
N4K,ON,32.0,58.0
N4K,ON,91.0,76.0
N4K,ON,100.0,81.0
N4K,ON,93.0,88.0
N4K,ON,92.0,122.0
N4K,ON,96.0,153.0
N4K,ON,91.0,416.0
N4K,ON,90.0,434.0
N4K,ON,105.0,487.0
N0G,ON,92.0,61.0
N0G,ON,92.0,124.0
N0H,ON,118.0,7.5
N0H,ON,95.0,20.0
N0H,ON,91.0,23.0
N0H,ON,116.0,164.0
N0C,ON,90.0,33.0
N0G,ON,91.0,69.0
N0H,ON,134.0,7.5
N0H,ON,91.0,57.0
N0H,ON,94.0,7.5
N0H,ON,91.0,7.5
N0H,ON,90.0,7.5
N0H,ON,90.0,7.5
N0H,ON,92.0,18.0
N0H,ON,91.0,23.0
N0G,ON,91.0,7.5
N0G,ON,90.0,25.0
N0H,ON,90.0,98.0
N0G,ON,90.0,61.0
N0G,ON,91.0,7.5
N0G,ON,67.0,17.0
N0G,ON,91.0,26.0
N0G,ON,91.0,31.0
N0G,ON,91.0,32.0
N0G,ON,90.0,51.0
N0G,ON,91.0,90.0
N0G,ON,92.0,201.0
N0G,ON,97.0,386.0
N0H,ON,91.0,7.5
N0H,ON,96.0,7.5
N0H,ON,91.0,7.5
N0H,ON,95.0,19.0
N0H,ON,100.0,30.0
N0H,ON,106.0,82.0
N0H,ON,100.0,112.0
N3W,ON,91.0,106.0
N3W,ON,96.0,24.0
N3W,ON,94.0,32.0
N3W,ON,115.0,34.0
N3W,ON,90.0,35.0
N3W,ON,97.0,47.0
N3W,ON,97.0,56.0
N3W,ON,94.0,68.0
N3W,ON,91.0,69.0
N3W,ON,92.0,108.0
N3W,ON,90.0,144.0
N0A,ON,113.0,7.5
N0A,ON,103.0,25.0
N0A,ON,91.0,29.0
N0A,ON,95.0,53.0
N0A,ON,90.0,86.0
N0A,ON,71.0,94.0
N0A,ON,94.0,175.0
N0J,ON,91.0,23.0
N4B,ON,101.0,7.5
N4B,ON,108.0,20.0
N4B,ON,91.0,28.0
N4B,ON,96.0,92.0
N4B,ON,122.0,208.0
N1A,ON,91.0,7.5
N1A,ON,92.0,7.5
N1A,ON,96.0,21.0
N1A,ON,94.0,25.0
N1A,ON,90.0,27.0
N1A,ON,90.0,32.0
N1A,ON,98.0,34.0
N1A,ON,92.0,65.0
N0A,ON,97.0,7.5
N0A,ON,93.0,20.0
N0A,ON,111.0,29.0
N0A,ON,93.0,122.0
N0A,ON,93.0,7.5
N0A,ON,90.0,7.5
N0A,ON,100.0,20.0
N0A,ON,93.0,53.0
N0E,ON,96.0,17.0
N0E,ON,90.0,38.0
N0E,ON,91.0,40.0
N0E,ON,113.0,89.0
N0A,ON,92.0,7.5
N0A,ON,91.0,7.5
N0A,ON,96.0,7.5
N0A,ON,91.0,31.0
N0A,ON,91.0,34.0
N0A,ON,113.0,35.0
N0A,ON,91.0,92.0
N0A,ON,92.0,102.0
N0E,ON,132.0,7.5
N0E,ON,91.0,7.5
N0E,ON,95.0,16.0
N0E,ON,91.0,21.0
N0E,ON,91.0,32.0
N0A,ON,91.0,16.0
N0A,ON,103.0,22.0
N0A,ON,92.0,22.0
N0A,ON,92.0,145.0
N3Y,ON,91.0,71.0
N0A,ON,90.0,47.0
N3Y,ON,90.0,7.5
N3Y,ON,122.0,7.5
N3Y,ON,91.0,7.5
N3Y,ON,103.0,7.5
N3Y,ON,142.0,7.5
N3Y,ON,103.0,7.5
N3Y,ON,99.0,7.5
N3Y,ON,91.0,7.5
N3Y,ON,91.0,16.0
N3Y,ON,96.0,19.0
N3Y,ON,133.0,21.0
N3Y,ON,94.0,21.0
N3Y,ON,91.0,27.0
N3Y,ON,102.0,31.0
N3Y,ON,98.0,33.0
N3Y,ON,91.0,35.0
N3Y,ON,94.0,43.0
N3Y,ON,96.0,50.0
N3Y,ON,90.0,54.0
N3Y,ON,105.0,57.0
N3Y,ON,100.0,61.0
N3Y,ON,92.0,73.0
N3Y,ON,98.0,79.0
N3Y,ON,92.0,109.0
N3Y,ON,167.0,291.0
N3Y,ON,96.0,323.0
N0A,ON,91.0,7.5
N0E,ON,92.0,7.5
N0E,ON,96.0,53.0
N0E,ON,92.0,64.0
N0A,ON,90.0,7.5
N0A,ON,90.0,15.0
N0A,ON,93.0,60.0
N0E,ON,119.0,59.0
N0E,ON,91.0,7.5
N0E,ON,96.0,179.0
N0E,ON,90.0,80.0
N0E,ON,106.0,21.0
N0E,ON,91.0,28.0
N0E,ON,95.0,32.0
N0E,ON,105.0,35.0
N0E,ON,91.0,39.0
N0E,ON,91.0,39.0
N0E,ON,90.0,40.0
N0E,ON,92.0,43.0
N0E,ON,143.0,45.0
N0E,ON,100.0,61.0
N0E,ON,123.0,66.0
N0E,ON,108.0,71.0
N0E,ON,93.0,71.0
N0E,ON,91.0,100.0
N0E,ON,91.0,109.0
N0E,ON,91.0,164.0
K0K,ON,92.0,29.0
K0K,ON,90.0,30.0
L0A,ON,92.0,79.0
K0L,ON,99.0,145.0
K0M,ON,92.0,7.5
K0M,ON,124.0,69.0
K0K,ON,92.0,19.0
K0K,ON,153.0,24.0
K0K,ON,93.0,28.0
K0K,ON,93.0,39.0
K0K,ON,91.0,44.0
K0K,ON,95.0,68.0
K0K,ON,101.0,94.0
K0M,ON,91.0,163.0
L0A,ON,92.0,7.5
L0A,ON,96.0,24.0
L0A,ON,91.0,111.0
L0A,ON,91.0,123.0
K0L,ON,91.0,71.0
K0L,ON,139.0,16.0
K0L,ON,92.0,33.0
K0L,ON,125.0,118.0
K0M,ON,92.0,7.5
K9A,ON,96.0,7.5
K9A,ON,100.0,7.5
K9A,ON,123.0,7.5
